Award Date,Transaction,Award ID,DUNS,Recipient,Recipient City,Recipient State,Recipient CD,Recipient Country,Pop State,Pop CD,Pop Country,Award Amount ($),Award Type,Awarding Agency,Awarding Bureau,CFDA Code,CFDA Title,Fiscal Year,Role
2013-10-01,885989FF-4A81-52C0-1C60-6E4B21B2B411,JUSFC1412,9214214,Stanford University,STANFORD,CA,14,USA,CA,14,USA,125000.0,Grants,Japan-U.S. Friendship Commission,Japan-U.S. Friendship Commission,90.3,Japan-U.S. Friendship Commission Grants,2014,Prime
2013-10-09,D023EE33-4313-AA17-F4A2-82C85A183BB0,W911NF1410001,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,150000.0,Grants,Department of Defense,Department of Defense,12.431,Basic Scientific Research,2014,Prime
2013-10-22,95A7A952-747B-A4BC-ADFF-A86AF466F4D3,FA87501420006,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,201512.0,Grants,Department of Defense,Department of Defense,12.3,Basic and Applied Scientific Research,2014,Prime
2013-10-22,7C4AF456-0F54-0C1C-416E-A169E5D9A372,N000141010291,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,209066.0,Grants,Department of Defense,Department of Defense,12.3,Basic and Applied Scientific Research,2014,Prime
2013-10-30,6ED065F0-3B47-49F7-A3B0-F7D48D4F770D,M177250,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,22429.0,Others,Department of Health and Human Services,Centers for Medicare & Medicaid Services,93.61,Health Care Innovation Awards (HCIA),2014,Sub
2013-10-31,CFAC6A42-878F-4467-06D1-8814877173F5,DEAR0000331,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,09,USA,131900.0,Grants,Department of Energy,Department of Energy,81.135,Advanced Research Projects Agency - Energy,2014,Prime
2013-10-31,77EBC862-5409-0952-BE6C-0CD28D454A6B,NNX11AI41A,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,85940.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001999999999995,Aeronautics,2014,Prime
2013-10-31,E667A933-8A55-4D5E-243E-9D07C7A931A5,DEAR0000331,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,13,USA,131900.0,Grants,Department of Energy,Department of Energy,81.135,Advanced Research Projects Agency - Energy,2014,Prime
2013-10-31,9ECFFECB-9C14-8EC7-4289-3E783C9BA764,NNX09AE13G,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,18.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2013-11-01,B68AE5B8-5DB0-B80E-0B6A-548CDB77618E,NNX12AE26G,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,97857.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2013-11-04,99EFC869-E0D1-790F-9196-F52BA2C3586E,NNX11AI60A,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,83443.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001999999999995,Aeronautics,2014,Prime
2013-11-04,5EC3CF64-3E69-7E42-4585-0172C986754A,NNX13AC47G,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,113451.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2013-11-05,8B4A06E3-F54A-B378-7258-805C38D7DE4F,W81XWH1410014,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,157959.0,Grants,Department of Defense,Department of Defense,12.42,Military Medical Research and Development,2014,Prime
2013-11-05,C453900C-3CBB-D3BD-9552-156C6F36EFE4,1347565,9214214,Stanford University,PALO ALTO,CA,18,USA,CA,18,USA,59891.0,Grants,National Science Foundation,National Science Foundation,47.041000000000004,Engineering Grants,2014,Prime
2013-11-06,43A5A36A-067B-72D9-F770-3EFE8CDC5214,NNX11AH18G,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,542.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2013-11-06,6038F396-6FD7-431E-00E1-C4353CE43679,NAG26067,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,916.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2013-11-06,49FB088C-DE6F-C426-CB83-EED2282113C4,1332686,9214214,Stanford University,PALO ALTO,CA,18,USA,CA,18,USA,23614.0,Grants,National Science Foundation,National Science Foundation,47.07,Computer and Information Science and Engineering,2014,Prime
2013-11-07,70962D90-9255-2759-67A6-BDD480FD609B,R01AI017892,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,356400.0,Grants,Department of Health and Human Services,National Institutes of Health,93.855,"Allergy, Immunology and Transplantation Research",2014,Prime
2013-11-07,853737CD-103A-6C69-B832-2C60927DB2E5,1351981,9214214,Stanford University,PALO ALTO,CA,18,USA,CA,18,USA,400059.0,Grants,National Science Foundation,National Science Foundation,47.041000000000004,Engineering Grants,2014,Prime
2013-11-08,E25ED500-486D-7D34-B9B2-3E0CFEF1D96E,DENA0000979,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,09,USA,2500000.0,Grants,Department of Energy,Department of Energy,81.113,Defense Nuclear Nonproliferation Research,2014,Prime
2013-11-08,4E33251D-2992-92AD-570A-2804C3B9A530,1357690,9214214,Stanford University,PALO ALTO,CA,18,USA,CA,18,USA,15000.0,Grants,National Science Foundation,National Science Foundation,47.049,Mathematical and Physical Sciences,2014,Prime
2013-11-08,2A714CDC-D657-8FD8-2DA1-D78FF7C24AFA,1316706,9214214,Stanford University,PALO ALTO,CA,18,USA,CA,18,USA,40000.0,Grants,National Science Foundation,National Science Foundation,47.049,Mathematical and Physical Sciences,2014,Prime
2013-11-08,6BAA10A8-80DC-2A42-ECCD-1BCD453900B3,DENA0000979,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,2500000.0,Grants,Department of Energy,Department of Energy,81.113,Defense Nuclear Nonproliferation Research,2014,Prime
2013-11-11,1ED22837-9357-14D4-2D5E-67555F65C91B,R01MH103116,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,7006.0,Grants,Department of Health and Human Services,National Institutes of Health,93.242,Mental Health Research Grants,2014,Prime
2013-11-12,E20C25C8-167A-4716-80F9-4629D99F9AC3,N000141110140,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,26541.0,Grants,Department of Defense,Department of Defense,12.3,Basic and Applied Scientific Research,2014,Prime
2013-11-12,06287473-5945-9B02-89A1-BE84DFAEB671,NNX12AO17A,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,1.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.00899999999999,Cross Agency Support,2014,Prime
2013-11-12,093C62B3-5275-AB59-3FCC-87DB45212198,1407834,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,306276.0,Grants,National Science Foundation,National Science Foundation,47.07,Computer and Information Science and Engineering,2014,Prime
2013-11-12,2C9C5496-A205-FE51-F22D-D301C7ED28FB,N000141210609,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,106947.0,Grants,Department of Defense,Department of Defense,12.3,Basic and Applied Scientific Research,2014,Prime
2013-11-12,D71D0F95-DB79-6B4F-8AA7-D1E779C471EB,N000141310150,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,43566.0,Grants,Department of Defense,Department of Defense,12.3,Basic and Applied Scientific Research,2014,Prime
2013-11-13,C1108B3B-7B75-E084-7E1A-E496A963CC21,NNX07AK70G,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,13,USA,18.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2013-11-13,E357F0B2-5283-6BB2-B482-2BC5BC92F9EC,NNX12AB79G,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,168483.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2013-11-13,385DF760-F50F-80D5-F36C-B349CCABE40A,1243360,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,319084.0,Grants,National Science Foundation,National Science Foundation,47.074,Biological Sciences,2014,Prime
2013-11-13,EFFE32F2-4AB4-BA84-D272-601581D23F1A,NNX10AQ31G,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,2.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2013-11-13,5CBCB62A-5630-BD4B-A582-5A4826F71742,2013G015,9214214,Stanford University,STANFORD,CA,14,USA,CA,14,USA,100000.0,Grants,Department of Transportation,Federal Aviation Administration,20.108,Aviation Research Grants,2014,Prime
2013-11-13,C0D19D59-071D-282B-2378-07004ED7739B,NNX10AE01G,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,140.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2013-11-14,35DDDE8A-0026-7254-1769-6B38E2516A47,DEEE0006351,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,09,USA,366271.0,Grants,Department of Energy,Department of Energy,81.086,Conservation Research and Development,2014,Prime
2013-11-14,FE6FCE5B-6EEE-758E-2421-9789D621997E,F32GM103238,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,13,USA,49214.0,Grants,Department of Health and Human Services,National Institutes of Health,93.859,Biomedical Research and Research Training,2014,Prime
2013-11-14,0684BC85-25A5-566F-3719-3B6BDBE1E43D,R01DC012250,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,482404.0,Grants,Department of Health and Human Services,National Institutes of Health,93.17299999999999,Research Related to Deafness and Communication Disorders,2014,Prime
2013-11-14,7A18FF31-00ED-9335-6BF4-20F8BF26B12B,1316783,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,220000.0,Grants,National Science Foundation,National Science Foundation,47.049,Mathematical and Physical Sciences,2014,Prime
2013-11-14,17B58F59-9BCF-2A88-3D22-C17BEDDC5637,DEEE0006351,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,366271.0,Grants,Department of Energy,Department of Energy,81.086,Conservation Research and Development,2014,Prime
2013-11-15,BD4CA207-1141-B073-B0E0-3013A72D340A,HR00111120021,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,235137.0,Grants,Department of Defense,Department of Defense,12.91,Research and Technology Development,2014,Prime
2013-11-15,404A07AE-8B2A-AE8F-5E24-C9035CC8E4F8,R01AI095396,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,328440.0,Grants,Department of Health and Human Services,National Institutes of Health,93.855,"Allergy, Immunology and Transplantation Research",2014,Prime
2013-11-15,C805954F-DF73-516F-C8ED-E4A7A8D45620,DESC0009282,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,150000.0,Grants,Department of Energy,Department of Energy,81.04899999999999,Office of Science Financial Assistance Program,2014,Prime
2013-11-15,32D6BE43-477A-BD00-A400-5082DD27B946,DESC0009282,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,150000.0,Grants,Department of Energy,Department of Energy,81.04899999999999,Office of Science Financial Assistance Program,2014,Prime
2013-11-15,667F2516-E151-0A90-25DE-8454478443EB,1361171,9214214,Stanford University,PALO ALTO,CA,18,USA,CA,18,USA,127847.0,Grants,National Science Foundation,National Science Foundation,47.074,Biological Sciences,2014,Prime
2013-11-18,20C8B3B6-2D13-C358-DD0C-F104E3B6A7FF,R01HL064274,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,492324.0,Grants,Department of Health and Human Services,National Institutes of Health,93.839,Blood Diseases and Resources Research,2014,Prime
2013-11-18,FDC8ADDB-5016-EE31-5832-48B12590D367,1339239,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,468071.0,Grants,National Science Foundation,National Science Foundation,47.074,Biological Sciences,2014,Prime
2013-11-18,AF42F4DF-8847-B5BC-533F-7E35D20E190C,F32AR063508,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,57734.0,Grants,Department of Health and Human Services,National Institutes of Health,93.846,"Arthritis, Musculoskeletal and Skin Diseases Research",2014,Prime
2013-11-18,335A0C09-E965-F5EC-740A-37CCA0A7AF0B,DP2OD008466,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,24974.0,Grants,Department of Health and Human Services,National Institutes of Health,93.31,Trans-NIH Research Support,2014,Prime
2013-11-19,651EAC82-863B-2667-36EC-80113D6ADE08,NNX10AP74G,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,849.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2013-11-19,3F750A69-4CC9-EA04-2836-82D7EC32CB4A,R01HD075761,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,6035.0,Grants,Department of Health and Human Services,National Institutes of Health,93.865,Child Health and Human Development Extramural Research,2014,Prime
2013-11-19,CAEB3491-3F28-DD5A-0A78-895EFE2EEB23,R01CA133228,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,13,USA,237614.0,Grants,Department of Health and Human Services,National Institutes of Health,93.396,Cancer Biology Research,2014,Prime
2013-11-19,6D496E32-63A3-F405-6E20-9E66D30BB315,NNX09AO08H,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,2052.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2013-11-19,AD821390-DCA1-F4BC-2457-0E4B2916CCE8,R01EY023000,124726725,UC Berkeley,BERKELEY,CA,9,USA,OH,09,USA,352125.0,Grants,Department of Health and Human Services,National Institutes of Health,93.867,Vision Research,2014,Prime
2013-11-19,032A56EB-959C-FD6B-6768-D462C95B15A4,R21HD079095,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,2964.0,Grants,Department of Health and Human Services,National Institutes of Health,93.865,Child Health and Human Development Extramural Research,2014,Prime
2013-11-19,90B425FE-4F71-A843-9411-CCE4A317F4BF,R01AI103867,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,418939.0,Grants,Department of Health and Human Services,National Institutes of Health,93.855,"Allergy, Immunology and Transplantation Research",2014,Prime
2013-11-20,00EB4794-3906-D844-E18F-BB869EE5D396,F32MH096361,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,53942.0,Grants,Department of Health and Human Services,National Institutes of Health,93.242,Mental Health Research Grants,2014,Prime
2013-11-20,1EBFA3E0-6BE2-F33A-5975-EFDF28AE3678,R01NS039110,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,310444.0,Grants,Department of Health and Human Services,National Institutes of Health,93.853,Extramural Research Programs in the Neurosciences and Neurological Disorders,2014,Prime
2013-11-20,A04F11B2-5659-A152-48E9-4DA294935CB0,N000141410024,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,47000.0,Grants,Department of Defense,Department of Defense,12.3,Basic and Applied Scientific Research,2014,Prime
2013-11-20,921F97E2-3F8F-9F4D-2A73-DFFE5B7A5271,NNX13AE24G,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,145680.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2013-11-20,15C084CF-E7CC-E2C6-C130-B48D2F50A6F6,DEEE0005516,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,208917.0,Grants,Department of Energy,Department of Energy,81.087,Renewable Energy Research and Development,2014,Prime
2013-11-20,A8072A96-A4BF-EC00-06AA-AC5B88593CB4,NNX11AI97G,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,143932.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2013-11-20,B839F960-4047-87EB-D4F5-9084D8774819,DEEE0005516,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,208917.0,Grants,Department of Energy,Department of Energy,81.087,Renewable Energy Research and Development,2014,Prime
2013-11-20,05DEEA5C-F142-2766-BCEC-4A2A2949E043,K23HD068400,9214214,Stanford University,STANFORD,CA,18,USA,CA,12,USA,130073.0,Grants,Department of Health and Human Services,National Institutes of Health,93.865,Child Health and Human Development Extramural Research,2014,Prime
2013-11-20,94FE2A3F-07D7-8264-4D57-A20EE9782401,1363447,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,118482.0,Grants,National Science Foundation,National Science Foundation,47.041000000000004,Engineering Grants,2014,Prime
2013-11-21,92587029-1578-AAD0-B866-D164DE60AD56,F32NS082069,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,09,USA,57734.0,Grants,Department of Health and Human Services,National Institutes of Health,93.853,Extramural Research Programs in the Neurosciences and Neurological Disorders,2014,Prime
2013-11-21,33E096DA-8823-1995-1C1F-FFC24AB7B9DE,1332998,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,459053.0,Grants,National Science Foundation,National Science Foundation,47.05,Geosciences,2014,Prime
2013-11-21,5C3B2118-C9D2-0E3C-93F2-25B66704AB7D,F32GM100677,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,53942.0,Grants,Department of Health and Human Services,National Institutes of Health,93.859,Biomedical Research and Research Training,2014,Prime
2013-11-21,349B1C05-C2A9-B3AF-D532-890181BEA3E5,R01GM010840,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,13,USA,344729.0,Grants,Department of Health and Human Services,National Institutes of Health,93.859,Biomedical Research and Research Training,2014,Prime
2013-11-21,A1A75086-E69E-7143-F7BA-A278AC3580F3,F32EY021710,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,13,USA,52190.0,Grants,Department of Health and Human Services,National Institutes of Health,93.867,Vision Research,2014,Prime
2013-11-21,B26F7F02-D8D7-11C7-DA67-8F9309ECD660,R305A100574,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,32695.0,Grants,Department of Education,Department of Education,84.305,"Education Research, Development and Dissemination",2014,Prime
2013-11-22,591C90D9-E167-A60A-9538-F7B2C1E48E8B,R37AI060040,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,09,USA,337830.0,Grants,Department of Health and Human Services,National Institutes of Health,93.855,"Allergy, Immunology and Transplantation Research",2014,Prime
2013-11-22,2B7C16E9-570C-44A8-4A57-7ADFED32CFBD,W911NF1310181,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,175000.0,Grants,Department of Defense,Department of Defense,12.431,Basic Scientific Research,2014,Prime
2013-11-22,3277049E-5E78-720D-53C7-6D02097E5CA6,NNX08BA28G,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,22.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2013-11-22,7AEA0037-4F3F-6B0B-9861-AC8417BA8334,NNX11AO90G,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,175.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2013-11-22,8D731038-4D42-ACAB-255A-B9F9D3E1B28D,NNX11AO84G,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,47.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2013-11-22,DDA666D7-A83F-6AE5-DB9C-CC70BADCA93D,W911NF1310126,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,139097.0,Grants,Department of Defense,Department of Defense,12.431,Basic Scientific Research,2014,Prime
2013-11-22,C365EB40-0DD6-E1A2-3979-459BEFE6B880,R01HL095571,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,357462.0,Grants,Department of Health and Human Services,National Institutes of Health,93.837,Cardiovascular Diseases Research,2014,Prime
2013-11-22,E867758B-4D94-EA08-024A-503C40969EBC,R01AI103867,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,5627.0,Grants,Department of Health and Human Services,National Institutes of Health,93.855,"Allergy, Immunology and Transplantation Research",2014,Prime
2013-11-22,46B0C1FB-49F4-DBD5-042C-5226FCD2FAC6,NNX09AT36G,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,1486.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2013-11-23,B9412EE9-3466-AC02-D21C-9383A97C1094,U54DE023789,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,428.0,Grants,Department of Health and Human Services,National Institutes of Health,93.31,Trans-NIH Research Support,2014,Prime
2013-11-25,EBC373BE-9FF6-B862-A638-B56F913741C8,F32NS064771,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,5186.0,Grants,Department of Health and Human Services,National Institutes of Health,93.853,Extramural Research Programs in the Neurosciences and Neurological Disorders,2014,Prime
2013-11-25,205BD71A-C34D-1A77-EF34-149E0C2A75DD,K23HD071971,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,132624.0,Grants,Department of Health and Human Services,National Institutes of Health,93.865,Child Health and Human Development Extramural Research,2014,Prime
2013-11-25,70A8B8CA-AAC4-56FD-DAF7-B8DA9A8A7485,1249150,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,147003.0,Grants,National Science Foundation,National Science Foundation,47.05,Geosciences,2014,Prime
2013-11-25,D72F3B84-CA7A-22CF-3312-65E0ABB68F94,R01GM030179,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,374782.0,Grants,Department of Health and Human Services,National Institutes of Health,93.859,Biomedical Research and Research Training,2014,Prime
2013-11-26,393F0946-4133-402D-3184-EE37DACA7EDC,R01DK093928,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,13,USA,287348.0,Grants,Department of Health and Human Services,National Institutes of Health,93.84700000000001,"Diabetes, Digestive, and Kidney Diseases Extramural Research",2014,Prime
2013-11-26,EEAB3937-0837-DCC1-578F-13D2A70916E5,T37MD003406,124726725,UC Berkeley,BERKELEY,CA,9,USA,CA,13,USA,268676.0,Grants,Department of Health and Human Services,National Institutes of Health,93.307,Minority Health and Health Disparities Research ,2014,Prime
2013-11-26,B9B91FD7-CAF6-710A-7AEA-458CF445F07C,1402569,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,17500.0,Grants,National Science Foundation,National Science Foundation,47.049,Mathematical and Physical Sciences,2014,Prime
2013-11-26,2AA40FF0-B397-6EB8-E050-5BD9C217FCC4,N000141110233,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,17497.0,Grants,Department of Defense,Department of Defense,12.3,Basic and Applied Scientific Research,2014,Prime
2013-11-26,727B320A-3463-5CD8-3E64-457F747952C1,F31NS059101,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,6733.0,Grants,Department of Health and Human Services,National Institutes of Health,93.853,Extramural Research Programs in the Neurosciences and Neurological Disorders,2014,Prime
2013-11-26,71843243-500D-99A7-5E78-320F0D91F93A,W911NF1410013,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,702798.0,Grants,Department of Defense,Department of Defense,12.431,Basic Scientific Research,2014,Prime
2013-11-26,786157DF-89AB-B201-90AB-DAFC70DD6AB2,F31NS059101,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,9240.0,Grants,Department of Health and Human Services,National Institutes of Health,93.853,Extramural Research Programs in the Neurosciences and Neurological Disorders,2014,Prime
2013-11-26,9139A89D-04B0-BF94-979C-4F918F54E443,DP2OD006457,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,22702.0,Grants,Department of Health and Human Services,National Institutes of Health,93.31,Trans-NIH Research Support,2014,Prime
2013-11-27,2A7243EE-C01E-91DF-37D2-331A6840F004,R01CA142635,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,297446.0,Grants,Department of Health and Human Services,National Institutes of Health,93.39299999999999,Cancer Cause and Prevention Research,2014,Prime
2013-11-27,83FA8FCC-8842-A2AA-979D-9F7A9500C45D,R21ES022153,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,224249.0,Grants,Department of Health and Human Services,National Institutes of Health,93.113,Environmental Health,2014,Prime
2013-11-27,9C2F18D0-C1B2-B3A9-50C9-BFD08BBA9136,F32NS060480,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,6354.0,Grants,Department of Health and Human Services,National Institutes of Health,93.853,Extramural Research Programs in the Neurosciences and Neurological Disorders,2014,Prime
2013-11-27,2EE90602-0146-D7FB-21C0-27E579EEF814,R01AI021144,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,548910.0,Grants,Department of Health and Human Services,National Institutes of Health,93.855,"Allergy, Immunology and Transplantation Research",2014,Prime
2013-11-27,29FD8770-CB18-A7D8-9593-0DD529F214FD,F32CA168091,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,57734.0,Grants,Department of Health and Human Services,National Institutes of Health,93.398,Cancer Research Manpower,2014,Prime
2013-11-27,A1C1DDC2-6C72-7372-E464-BAB530EE411B,R01CA100225,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,262495.0,Grants,Department of Health and Human Services,National Institutes of Health,93.396,Cancer Biology Research,2014,Prime
2013-11-27,7BD367C6-545E-DCE7-BC74-520DAD695903,FA87501320040,9214214,Stanford University,STANFORD,CA,18,USA,CA,18,USA,745555.0,Grants,Department of Defense,Department of Defense,12.3,Basic and Applied Scientific Research,2014,Prime
2013-11-27,3302B7B4-448A-7598-DF2D-6C1E38B63E7B,NNX11AD21G,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,33000.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2013-11-28,CE231991-6A94-1C5A-1F67-4E327C99C358,R01MH075957,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,580436.0,Grants,Department of Health and Human Services,National Institutes of Health,93.242,Mental Health Research Grants,2014,Prime
2013-11-29,A6762D72-9D6C-0088-8A49-220F2E3C66E7,R01AI095603,124726725,UC Berkeley,BERKELEY,CA,9,USA,WA,07,USA,254749.0,Grants,Department of Health and Human Services,National Institutes of Health,93.855,"Allergy, Immunology and Transplantation Research",2014,Prime
2013-11-29,0B8C0EDE-E808-C6AC-FDD8-589AB14DF404,F32AI104227,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,52190.0,Grants,Department of Health and Human Services,National Institutes of Health,93.855,"Allergy, Immunology and Transplantation Research",2014,Prime
2013-12-01,C8FE10C8-04D0-D797-FE90-267F1D46AD4F,R01AI097320,9214214,Stanford University,STANFORD,CA,18,USA,CA,14,USA,351309.0,Grants,Department of Health and Human Services,National Institutes of Health,93.855,"Allergy, Immunology and Transplantation Research",2014,Prime
2013-12-02,8B541CFF-AEC8-8333-F908-1E9F3BA0AA72,NNX09AN18G,124726725,UC Berkeley,BERKELEY,CA,13,USA,MD,05,USA,8.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2013-12-03,008FD6AC-B712-1092-CDFF-B96631334F1E,NNX14AB44G,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,107466.0,Grants,National Aeronautics and Space Administration,National Aeronautics and Space Administration,43.001000000000005,Science,2014,Prime
2013-12-03,312F4FED-F78E-4AB7-8124-68A24DF4D754,Y86195,124726725,UC Berkeley,BERKELEY,CA,13,USA,CA,13,USA,18000.0,Others,National Science Foundation,National Science Foundation,47.05,Geosciences,2014,Sub
